g3615,"οἰκειακός, ή, όν",Adjective,oikiakos,(oy-kee-ak-os'),belonging to the household,member of a household,"From  (G3614) oikia; familiar, i.e. (as noun) relatives -- they (them) of (his own) household. <p>see GREEK  (G3614) oikia "
g3616,οἰκοδεσποτέω,Verb,oikodespoteó,(oy-kod-es-pot-eh'-o),to rule a household,to rule a household,From  (G3617) oikodespotes; to be the head of (i.e. Rule) a family -- guide the house. <p>see GREEK  (G3617) oikodespotes
g3617,"οἰκοδεσπότης, ου, ὁ","Noun, Masculine",oikodespotés,(oy-kod-es-pot'-ace),the master of a house,"householder, master of the house. ","From  (G3624) oikos and  (G1203) despotes; the head of a family -- goodman (of the house), householder, master of the house. <p>see GREEK  (G3624) oikos <p>see GREEK  (G1203) despotes "
g3618,οἰκοδομέω,Verb,oikodomeó,(oy-kod-om-eh'-o),to build a house,"build, edify, embolden. ","From the same as  (G3619) oikodome; to be a house-builder, i.e. Construct or (figuratively) confirm -- (be in) build(-er, -ing, up), edify, embolden. <p>see GREEK  (G3619) oikodome "
g3619,"οἰκοδομή, ῆς, ἡ","Noun, Feminine",oikodomé,(oy-kod-om-ay'),"(the act of) building, a building","building, edification","Feminine (abstract) of a compound of  (G3624) oikos and the base of  (G1430) doma; architecture, i.e. (concretely) a structure; figuratively, confirmation -- building, edify(-ication, -ing). <p>see GREEK  (G3624) oikos <p>see GREEK  (G1430) doma "
g3620,οἰκοδομία,-,oikodomia,(oy-kod-om-ee'-ah),edifying,edifying. ,From the same as  (G3619) oikodome; confirmation -- edifying. <p>see GREEK  (G3619) oikodome
g3621,οἰκονομέω,Verb,oikonomeó,(oy-kon-om-eh'-o),"to be a steward, to manage",be steward. ,"From  (G3623) oikonomos; to manage (a house, i.e. An estate) -- be steward. <p>see GREEK  (G3623) oikonomos "
g3622,"οἰκονομία, ας, ἡ","Noun, Feminine",oikonomia,(oy-kon-om-ee'-ah),"stewardship, administration","dispensation, stewardship. ","From  (G3623) oikonomos; administration (of a household or estate); specially, a (religious) ""economy"" -- dispensation, stewardship. <p>see GREEK  (G3623) oikonomos "
g3623,"οἰκονόμος, ου, ὁ","Noun, Masculine",oikonomos,(oy-kon-om'-os),the manager of a household,"chamberlain, governor, steward. ","From  (G3624) oikos and the base of  (G3551) nomos; a house-distributor (i.e. Manager), or overseer, i.e. An employee in that capacity; by extension, a fiscal agent (treasurer); figuratively, a preacher (of the Gospel) -- chamberlain, governor, steward. <p>see GREEK  (G3624) oikos <p>see GREEK  (G3551) nomos "
g3624,"οἶκος, ου, ὁ","Noun, Masculine",oikos,(oy'-kos),"a house, a dwelling","home, household, temple. ","Of uncertain affinity; a dwelling (more or less extensive, literal or figurative); by implication, a family (more or less related, literally or figuratively) -- home, house(-hold), temple. "
g3625,"οἰκουμένη, ης, ἡ","Noun, Feminine",oikoumené,(oy-kou-men'-ay),the inhabited earth,"earth, world. ","Feminine participle present passive of  (G3611) oikeo (as noun, by implication, of  (G1093) ge); land, i.e. The (terrene part of the) globe; specially, the Roman empire -- earth, world. <p>see GREEK  (G3611) oikeo <p>see GREEK  (G1093) ge "
g3626,"οὐκουρός, οῦ, ὁ, ἡ",Adjective,oikourgos,(oy-koo-ros'),working at home,Domestically inclined,"From  (G3624) oikos and ouros (a guard; be ""ware""); a stayer at home, i.e. Domestically inclined (a ""good housekeeper"") -- keeper at home. <p>see GREEK  (G3624) oikos "
g3627,οἰκτείρω,Verb,oiktiró,(oyk-ti'-ro),"to pity, to have compassion on",have compassion on. ,Also (in certain tenses) prolonged oiktereo oyk-ter-eh'-o from oiktos (pity); to exercise pity -- have compassion on.
g3628,"οἰκτιρμός, οῦ, ὁ","Noun, Masculine",oiktirmos,(oyk-tir-mos'),"compassion, pity",mercy. ,From  (G3627) oikteiro; pity -- mercy. <p>see GREEK  (G3627) oikteiro
g3629,"οἰκτίρμων, ον",Adjective,oiktirmón,(oyk-tir'-mone),merciful,"merciful, of tender mercy. ","From  (G3627) oikteiro; compassionate -- merciful, of tender mercy. <p>see GREEK  (G3627) oikteiro "
g3630,"οἰνοπότης, ου, ὁ","Noun, Masculine",oinopotés,(oy-nop-ot'-ace),a wine drinker,a drunkard,From  (G3631) oinos and a derivative of the alternate of  (G4095) pino; a tippler -- winebibber. <p>see GREEK  (G3631) oinos <p>see GREEK  (G4095) pino
g3631,"οἶνος, ου, ὁ","Noun, Masculine",oinos,(oy'-nos),wine,wine. ,"A primary word (or perhaps of Hebrew origin ( (H3196) yayin)); ""wine"" (literally or figuratively) -- wine. <p>see HEBREW  (H3196) yayin "
g3632,"οἰνοφλυγία, ας, ἡ","Noun, Feminine",oinophlugia,(oy-nof-loog-ee'-ah),"drunkenness, debauchery",drunkenness,"From  (G3631) oinos and a form of the base of  (G5397) phluaros; an overflow (or surplus) of wine, i.e. Vinolency (drunkenness) -- excess of wine. <p>see GREEK  (G3631) oinos <p>see GREEK  (G5397) phluaros "
g3633,οἴμαι,Verb,oiomai and oimai,(oy'-om-ahee),"to suppose, expect","suppose, think. ","Or (shorter) oimai (oy'-mahee) middle voice apparently from  (G3634) hoios; to make like (oneself), i.e. Imagine (be of the opinion) -- suppose, think. <p>see GREEK  (G3634) hoios "
g3634,"οἵος, α, ον","Correlative Pronoun, Relative Pronoun",hoios,(hoy'-os),what sort or manner of,"so as, such as, what manner of ","Probably akin to  (G3588) ho,  (G3739) hos, and  (G3745) hosos; such or what sort of (as a correlation or exclamation); especially the neuter (adverbially) with negative, not so -- so (as), such as, what (manner of), which. <p>see GREEK  (G3745) hosos <p>see GREEK  (G3588) ho <p>see GREEK  (G3739) hos "
g3635,ὀκνέω,Verb,okneó,(ok-neh'-o),"to shrink (from doing), to hesitate (to do)",delay. ,"From oknos (hesitation); to be slow (figuratively, loath) -- delay. "
g3636,"ὀκνηρός, ά, όν",Adjective,oknéros,(ok-nay-ros'),"shrinking, timid, idle, lazy, troublesome","lazy, slothful. ","From  (G3635) okneo; tardy, i.e. Indolent; (figuratively) irksome -- grievous, slothful. <p>see GREEK  (G3635) okneo "
g3637,"ὀκταήμερος, ον",Adjective,oktaémeros,(ok-tah-ay'-mer-os),"of the eighth day, eight days old",the eighth day. ,From  (G3638) oktos and  (G2250) hemera; an eight-day old person or act -- the eighth day. <p>see GREEK  (G3638) oktos <p>see GREEK  (G2250) hemera
g3638,ὀκτώ,Indeclinable Numeral (Adjective),októ,(ok-to'),eight,eight. ,"A primary numeral; ""eight"" -- eight. "
g3639,"ὄλεθρος, ου, ὁ","Noun, Masculine",olethros,(ol'-eth-ros),"destruction, death",destruction. ,"From a primary ollumi (to destroy; a prolonged form); ruin, i.e. Death, punishment -- destruction. "
g3640,"ὀλιγόπιστος, ον",Adjective,oligopistos,(ol-ig-op'-is-tos),little faith,of little faith. ,"From  (G3641) oligos and  (G4102) pistis; incredulous, i.e. Lacking confidence (in Christ) -- of little faith. <p>see GREEK  (G3641) oligos <p>see GREEK  (G4102) pistis "
g3641,"ὀλίγος, η, ον",Adjective; Adverb,oligos,(ol-ee'-gos),"few, little, small","few, small, a while. ","Of uncertain affinity; puny (in extent, degree, number, duration or value); especially neuter (adverbially) somewhat -- + almost, brief(-ly), few, (a) little, + long, a season, short, small, a while. "
g3642,"ὀλιγόψυχος, ον",Adjective,oligopsuchos,(ol-ig-op'-soo-khos),fainthearted,feebleminded. ,"From  (G3641) oligos and  (G6590) pshar; little-spirited, i.e. Faint-hearted -- feebleminded. <p>see HEBREW  (G6590) pshar <p>see GREEK  (G3641) oligos "
g3643,ὀλιγωρέω,Verb,oligoreo,(ol-ig-o-reh'-o),to esteem lightly,despise. ,"From a compound of  (G3641) oligos and ora (""care""); to have little regard for, i.e. To disesteem -- despise. <p>see GREEK  (G3641) oligos "
g3644,"ὀλοθρευτής, οῦ, ὁ","Noun, Masculine",olothreutés,(ol-oth-ryoo-tace'),a destroyer,destroyer. ,"From  (G3645) olothreuo; a ruiner, i.e. (specially), a venomous serpent -- destroyer. <p>see GREEK  (G3645) olothreuo "
g3645,ὀλοθρεύω,Verb,olothreuó,(ol-oth-ryoo'-o),"to destroy, ruin",destroy. ,"From  (G3639) olethros; to spoil, i.e. Slay -- destroy. <p>see GREEK  (G3639) olethros "
g3646,"ὁλοκαύτωμα, ατος, τό","Noun, Neuter",holokautóma,(hol-ok-ow'-to-mah),a whole burnt offering,whole burnt offering. ,"From a derivative of a compound of  (G3650) holos and a derivative of  (G2545) kaio; a wholly-consumed sacrifice (""holocaust"") -- (whole) burnt offering. <p>see GREEK  (G3650) holos <p>see GREEK  (G2545) kaio "
g3647,"ὁλοκληρία, ας, ἡ","Noun, Feminine",holokléria,(hol-ok-lay-ree'-ah),"completeness, soundness",perfect soundness. ,"From  (G3648) holokleros; integrity, i.e. Physical wholeness -- perfect soundness. <p>see GREEK  (G3648) holokleros "
g3648,"ὁλόκληρος, ον",Adjective,holokléros,(hol'-ok'-lay-ros),"complete, entire","entire, whole. ","From  (G3650) holos and  (G2819) kleros; complete in every part, i.e. Perfectly sound (in body) -- entire, whole. <p>see GREEK  (G3650) holos <p>see GREEK  (G2819) kleros "
g3649,ὀλολύζω,Verb,ololuzó,(ol-ol-odd'-zo),to cry aloud,howl. ,"A reduplicated primary verb; to ""howl"" or ""halloo"", i.e. Shriek -- howl. "
g3650,"ὅλος, η, ον",Adjective,holos,(hol'-os),"whole, complete","all, altogether, whole. ","A primary word; ""whole"" or ""all"", i.e. Complete (in extent, amount, time or degree), especially (neuter) as noun or adverb -- all, altogether, every whit, + throughout, whole. "
g3651,"ὁλοτελής, ές",Adjective,holotelés,(hol-ot-el-ace'),"complete, perfect",wholly. ,"From  (G3650) holos and  (G5056) telos; complete to the end, i.e. Absolutely perfect -- wholly. <p>see GREEK  (G3650) holos <p>see GREEK  (G5056) telos "
g3652,"Ὀλυμπᾶς, ᾶ, ὁ","Noun, Masculine",Olumpas,(ol-oom-pas'),"Olympas, a Christian",Olympas. ,"Probably a contraction from Olumpiodoros (Olympian-bestowed, i.e. Heaven-descended); Olympas, a Christian -- Olympas. "
g3653,"ὄλυνθος, ου, ὁ","Noun, Masculine",olunthos,(ol'-oon-thos),an unripe fig,an unripe fig,Of uncertain derivation; an unripe (because out of season) fig -- untimely fig.
g3654,ὅλως,Adverb,holós,(hol'-oce),"altogether, assuredly","at all, commonly, utterly. ","Adverb from  (G3650) holos; completely, i.e. Altogether; (by analogy), everywhere; (negatively) not by any means -- at all, commonly, utterly. <p>see GREEK  (G3650) holos "
g3655,"ὄμβρος, ου, ὁ","Noun, Masculine",ombros,(om'-bros),a rainstorm,"a shower, thunderstorm",Of uncertain affinity; a thunder storm -- shower.
g3656,ὁμιλέω,Verb,homileó,(hom-il-eh'-o),"to consort with, to converse with","commune, talk. ","From  (G3658) homilos; to be in company with, i.e. (by implication) to converse -- commune, talk. <p>see GREEK  (G3658) homilos "
g3657,"ὁμιλία, ας, ἡ","Noun, Feminine",homilia,(hom-il-ee'-ah),"company, association",communication. ,"From  (G3658) homilos; companionship (""homily""), i.e. (by implication) intercourse -- communication. <p>see GREEK  (G3658) homilos "
g3658,ὅμιλος,-,homichlé,(hom'-il-os),a mist or fog,company. ,"From the base of  (G3674) homou and a derivative of the alternate of  (G138) haireomai (meaning a crowd); association together, i.e. A multitude -- company. <p>see GREEK  (G3674) homou <p>see GREEK  (G138) haireomai "
g3659,"ὄμμα, ατος, τό","Noun, Neuter",omma,(om'-mah),an eye,eye. ,"From  (G3700) optanomai; a sight, i.e. (by implication) the eye -- eye. <p>see GREEK  (G3700) optanomai "
g3660,ὀμνύω,Verb,omnuó,(om-noo'-o),"to swear, take an oath",swear. ,"A prolonged form of a primary, but obsolete omo, for which another prolonged form omoo (om-o'-o) is used in certain tenses; to swear, i.e. Take (or declare on) oath -- swear. "
g3661,ὁμοθυμαδόν,Adverb,homothumadon,(hom-oth-oo-mad-on'),with one mind,with one accord ,Adverb from a compound of the base of  (G3674) homou and  (G2372) thumos; unanimously -- with one accord (mind). <p>see GREEK  (G3674) homou <p>see GREEK  (G2372) thumos
g3662,ὁμοιάζω,Verb,homoiazó,(hom-oy-ad'-zo),agree,agree. ,From  (G3664) homoios; to resemble -- agree. <p>see GREEK  (G3664) homoios
g3663,"ὁμοιοπαθής, ές",Adjective,homoiopathés,(hom-oy-op-ath-ace'),of like feelings or affections,with the same nature,From  (G3664) homoios and the alternate of  (G3958) pascho; similarly affected -- of (subject to) like passions. <p>see GREEK  (G3664) homoios <p>see GREEK  (G3958) pascho
g3664,"ὅμοιος, οία, οιον",Adjective,homoios,(hom'-oy-os),"like, resembling, the same as","like, similar ","From the base of  (G3674) homou; similar (in appearance or character) -- like, + manner. <p>see GREEK  (G3674) homou "
g3665,"ὁμοιότης, τητος, ἡ","Noun, Feminine",homoiotés,(hom-oy-ot'-ace),"likeness, in like manner","likeness, similarity","From  (G3664) homoios; resemblance -- like as, similitude. <p>see GREEK  (G3664) homoios "
g3666,ὁμοιόω,Verb,homoioó,(hom-oy-o'-o),to make like,"make like, compare, resemble. ","From  (G3664) homoios; to assimilate, i.e. Compare; passively, to become similar -- be (make) like, (in the) liken(-ess), resemble. <p>see GREEK  (G3664) homoios "
g3667,"ὁμοίωμα, ατος, τό","Noun, Neuter",homoióma,(hom-oy'-o-mah),that which is made like (something),"likeness, form, appearance","From  (G3666) homoioo; a form; abstractly, resemblance -- made like to, likeness, shape, similitude. <p>see GREEK  (G3666) homoioo "
g3668,ὁμοίως,Adverb,homoiós,(hom-oy'-oce),"likewise, in like manner","likewise, so. ","Adverb from  (G3664) homoios; similarly -- likewise, so. <p>see GREEK  (G3664) homoios "
g3669,"ὁμοίωσις, εως, ἡ","Noun, Feminine",homoiósis,(hom-oy'-o-sis),"a making like, likeness",resemblance,"From  (G3666) homoioo; assimilation, i.e. Resemblance -- similitude. <p>see GREEK  (G3666) homoioo "
g3670,ὁμολογέω,Verb,homologeó,(hom-ol-og-eh'-o),"to speak the same, to agree","to confess, profess","From a compound of the base of  (G3674) homou and  (G3056) logos; to assent, i.e. Covenant, acknowledge -- con- (pro-)fess, confession is made, give thanks, promise. <p>see GREEK  (G3674) homou <p>see GREEK  (G3056) logos "
g3671,"ὁμολογία, ας, ἡ","Noun, Feminine",homologia,(hom-ol-og-ee'-ah),"an agreement, confession","confession, profession. ","From the same as  (G3670) homologeo; acknowledgment -- con- (pro-)fession, professed. <p>see GREEK  (G3670) homologeo "
g3672,ὁμολογουμένως,Adverb,homologoumenós,(hom-ol-og-ow-men'-oce),"as agreed, by common consent",without controversy. ,Adverb of present passive participle of  (G3670) homologeo; confessedly -- without controversy. <p>see GREEK  (G3670) homologeo
g3673,"ὁμότεχνος, ον",Adjective,homotechnos,(hom-ot'-ekh-nos),of the same trade,of the same craft. ,From the base of  (G3674) homou and  (G5078) techne; a fellow-artificer -- of the same craft. <p>see GREEK  (G3674) homou <p>see GREEK  (G5078) techne
g3674,ὁμοῦ,Adverb,homou,(hom-oo'),together,together. ,Genitive case of homos (the same; akin to  (G260) hama) as adverb; at the same place or time -- together. <p>see GREEK  (G260) hama
g3675,"ὁμόφρων, ον",Adjective,homophrón,(hom-of'-rone),agreeing,of one mind. ,"From the base of  (G3674) homou and  (G5424) phren; like-minded, i.e. Harmonious -- of one mind. <p>see GREEK  (G5424) phren <p>see GREEK  (G3674) homou "
g3676,ὅμως,Conjunction,homós,(hom'-oce),"yet, but yet","and even, nevertheless, though but. ","Adverb from the base of  (G3674) homou; at the same time, i.e. (conjunctionally) notwithstanding, yet still -- and even, nevertheless, though but. <p>see GREEK  (G3674) homou "
g3677,"ὄναρ, ατος, τό","Noun, Indeclinable, Other Type",onar,(on'-ar),"a dream, in a dream",dream. ,Of uncertain derivation; a dream -- dream.
g3678,"ὀνάριον, ου, τό","Noun, Neuter",onarion,(on-ar'-ee-on),a little donkey,young donkey,Neuter of a presumed derivative of  (G3688) onos; a little ass -- young ass. <p>see GREEK  (G3688) onos
g3679,ὀνειδίζω,Verb,oneidizó,(on-i-did'-zo),to reproach,"defame, reproach, revile","From  (G3681) oneidos; to defame, i.e. Rail at, chide, taunt -- cast in teeth, (suffer) reproach, revile, upbraid. <p>see GREEK  (G3681) oneidos "
g3680,"ὀνειδισμός, οῦ, ὁ","Noun, Masculine",oneidismos,(on-i-dis-mos'),a reproach,reproach. ,From  (G3679) oneidizo; contumely -- reproach. <p>see GREEK  (G3679) oneidizo
g3681,"ὄνειδος, ους, τό","Noun, Neuter",oneidos,(on'-i-dos),"reproach, disgrace",reproach. ,"Probably akin to the base of  (G3686) onoma; notoriety, i.e. A taunt (disgrace) -- reproach. <p>see GREEK  (G3686) onoma "
g3682,"Ὀνήσιμος, ου, ὁ","Noun, Masculine",Onésimos,(on-ay'-sim-os),"useful, Onesimus, a Christian",Onesimus. ,"From  (G3685) oninemi; profitable; Onesimus, a Christian -- Onesimus. <p>see GREEK  (G3685) oninemi "
g3683,"Ὀνησίφορος, ου, ὁ","Noun, Masculine",Onésiphoros,(on-ay-sif'-or-os),"bringing advantage, Onesiphorus, a Christian",Onespiphorus. ,"From a derivative of  (G3685) oninemi and  (G5411) phoros; profit-bearer; Onesiphorus, a Christian -- Onespiphorus. <p>see GREEK  (G3685) oninemi <p>see GREEK  (G5411) phoros "
g3684,"ὀνικός, ή, όν",Adjective,onikos,(on-ik-os'),of or for a donkey,of or for a donkey,"From  (G3688) onos; belonging to a ass, i.e. Large (so as to be turned by a ass) -- millstone. <p>see GREEK  (G3688) onos "
g3685,ὀνίνημι,Verb,oninémi,(on-in'-ay-mee),"to profit, help",have joy. ,"A prolonged form of an apparently primary verb (onomai, to slur); for which another prolonged form (onao) is used as an alternate in some tenses (unless indeed it be identical with the base of  (G3686) onoma through the idea of notoriety); to gratify, i.e. (middle voice) to derive pleasure or advantage from -- have joy. <p>see GREEK  (G3686) onoma "
g3686,"ὄνομα, ατος, τό","Noun, Neuter",onoma,(on'-om-ah),"a name, authority, cause","called, surnamed. ","From a presumed derivative of the base of  (G1097) ginosko (compare  (G3685) oninemi); a ""name"" (literally or figuratively) (authority, character) -- called, (+ sur-)name(-d). <p>see GREEK  (G1097) ginosko <p>see GREEK  (G3685) oninemi "
g3687,ὀνομάζω,Verb,onomazó,(on-om-ad'-zo),"to name, to give a name","call, name. ","From  (G3686) onoma; to name, i.e. Assign an appellation; by extension, to utter, mention, profess -- call, name. <p>see GREEK  (G3686) onoma "
g3688,"ὄνος, ου, ὁ, ἡ","Noun, Feminine; Noun, Masculine",onos,(on'-os),a donkey,donkey,Apparently a primary word; a donkey -- an ass.
g3689,ὄντως,Adverb,ontós,(on'-toce),"really, truly","certainly, clean, indeed, verily. ","Adverb of the oblique cases of  (G5607) on; really -- certainly, clean, indeed, of a truth, verily. <p>see GREEK  (G5607) on "
g3690,"ὄξος, ους, τό","Noun, Neuter",oxos,(oz-os),sour wine,vinegar. ,"From  (G3691) oxus; vinegar, i.e. Sour wine -- vinegar. <p>see GREEK  (G3691) oxus "
g3691,"ὀξύς, εῖα, ύ",Adjective,oxus,(oz-oos'),"sharp, swift","sharp, swift. ","Probably akin to the base of  (G188) akmen (""acid""); keen; by analogy, rapid -- sharp, swift. <p>see GREEK  (G188) akmen "
g3692,"ὀπή, ῆς, ἡ","Noun, Feminine",opé,(op-ay'),"an opening, a hole","cave, place. ","Probably from  (G3700) optanomai; a hole (as if for light), i.e. Cavern; by analogy, a spring (of water) -- cave, place. <p>see GREEK  (G3700) optanomai "
g3693,ὄπισθεν,Adverb,opisthen,(op'-is-then),"behind, after","after, backside, behind. ","From opis (regard; from  (G3700) optanomai) with enclitic of source; from the rear (as a secure aspect), i.e. At the back (adverb and preposition of place or time) -- after, backside, behind. <p>see GREEK  (G3700) optanomai "
g3694,ὀπίσω,Adverb,opisó,(op-is'-o),"back, behind, after","after, backward, behind","From the same as  (G3693) opisthen with enclitic of direction; to the back, i.e. Aback (as adverb or preposition of time or place; or as noun) -- after, back(-ward), (+ get) behind, + follow. <p>see GREEK  (G3693) opisthen "
g3695,ὁπλίζω,Verb,hoplizó,(hop-lid'-zo),"to make ready, to equip",arm self. ,From  (G3696) hoplon; to equip (with weapons (middle voice and figuratively)) -- arm self. <p>see GREEK  (G3696) hoplon
g3696,"ὅπλον, ου, τό","Noun, Neuter",hoplon,(hop'-lon),"a tool, implement, weapon","armor, instrument, weapon. ","Probably from a primary hepo (to be busy about); an implement or utensil or tool (literally or figuratively, especially, offensive for war) -- armour, instrument, weapon. "
g3697,"ὁποῖος, οία, οῖον",Adjective,hopoios,(hop-oy'-os),of what sort,what manner of,"From  (G3739) hos and  (G4169) poios; of what kind that, i.e. How (as) great (excellent) (specially, as an indefinite correlative to the definite antecedent  (G5108) toioutos of quality) -- what manner (sort) of, such as whatsoever. <p>see GREEK  (G3739) hos <p>see GREEK  (G4169) poios <p>see GREEK  (G5108) toioutos "
g3698,ὁπότε,Adverb,hopote,(hop-ot'-eh),when,when. ,"From  (G3739) hos and  (G4218) pote; what(-ever) then, i.e. (of time) as soon as -- when. <p>see GREEK  (G3739) hos <p>see GREEK  (G4218) pote "
g3699,ὅπου,Adverb,hopou,(hop'-oo),where,"in what place, where","From  (G3739) hos and  (G4225) pou; what(-ever) where, i.e. At whichever spot -- in what place, where(-as, -soever), whither (+ soever). <p>see GREEK  (G3739) hos <p>see GREEK  (G4225) pou "
g3700,ὀπτάνομαι,Verb,optanomai,(op-tan'-om-ahee),to appear,"appear, look, see","A (middle voice) prolonged form of the primary (middle voice) optomai (op'-tom-ahee); which is used for it in certain tenses; and both as alternate of  (G3708) horao; to gaze (i.e. With wide-open eyes, as at something remarkable; and thus differing from  (G991) blepo, which denotes simply voluntary observation; and from  (G1492) eido, which expresses merely mechanical, passive or casual vision; while  (G2300) theaomai, and still more emphatically its intensive  (G2334) theoreo, signifies an earnest but more continued inspection; and  (G4648) skopeo a watching from a distance) -- appear, look, see, shew self. <p>see GREEK  (G3708) horao <p>see GREEK  (G991) blepo <p>see GREEK  (G1492) eido <p>see GREEK  (G2300) theaomai <p>see GREEK  (G2334) theoreo <p>see GREEK  (G4648) skopeo "
g3701,"ὀπτασία, ας, ἡ","Noun, Feminine",optasia,(op-tas-ee'-ah),an appearing,vision. ,"From a presumed derivative of  (G3700) optanomai; visuality, i.e. (concretely) an apparition -- vision. <p>see GREEK  (G3700) optanomai "
g3702,"ὀπτός, ή, όν",Adjective,optos,(op-tos'),roasted,broiled. ,"From an obsolete verb akin to hepso (to ""steep""); cooked, i.e. Roasted -- broiled. "
g3703,"ὀπώρα, ας, ἡ","Noun, Feminine",opóra,(op-o'-rah),"late summer, ripe fruits",fruit. ,"Apparently from the base of  (G3796) opse and  (G5610) hora; properly, even-tide of the (summer) season (dog-days), i.e. (by implication) ripe fruit -- fruit. <p>see GREEK  (G3796) opse <p>see GREEK  (G5610) hora "
g3704,ὅπως,Adverb,hopós,(hop'-oce),"as, how, that","because, how, so that","From  (G3739) hos and  (G4459) pos; what(-ever) how, i.e. In the manner that (as adverb or conjunction of coincidence, intentional or actual) -- because, how, (so) that, to, when. <p>see GREEK  (G3739) hos <p>see GREEK  (G4459) pos "
g3705,"ὅραμα, ατος, τό","Noun, Neuter",horama,(hor'-am-ah),that which is seen,"sight, vision. ","From  (G3708) horao; something gazed at, i.e. A spectacle (especially supernatural) -- sight, vision. <p>see GREEK  (G3708) horao "
g3706,"ὅρασις, εως, ἡ","Noun, Feminine",horasis,(hor'-as-is),"the act of seeing, a vision, appearance","sight, vision. ","From  (G3708) horao; the act of gazing, i.e. (externally) an aspect or (internally) an inspired appearance -- sight, vision. <p>see GREEK  (G3708) horao "
g3707,"ὁρατός, ή, όν",Adjective,horatos,(hor-at-os'),visible,visible. ,"From  (G3708) horao; gazed at, i.e. (by implication) capable of being seen -- visible. <p>see GREEK  (G3708) horao "
g3708,ὁράω,Verb,horaó,(hor-ah'-o),"to see, perceive, attend to","behold, perceive, see","Properly, to stare at (compare  (G3700) optanomai), i.e. (by implication) to discern clearly (physically or mentally); by extension, to attend to; by Hebraism, to experience; passively, to appear -- behold, perceive, see, take heed. <p>see GREEK  (G3700) optanomai "
g3709,"ὀργή, ῆς, ἡ","Noun, Feminine",orgé,(or-gay'),"impulse, wrath","anger, indignation, vengeance, wrath. ","From  (G3713) oregomai; properly, desire (as a reaching forth or excitement of the mind), i.e. (by analogy), violent passion (ire, or (justifiable) abhorrence); by implication punishment -- anger, indignation, vengeance, wrath. <p>see GREEK  (G3713) oregomai "
g3710,ὀργίζω,Verb,orgizó,(or-gid'-zo),to make angry,"provoke, enrage","From  (G3709) orge; to provoke or enrage, i.e. (passively) become exasperated -- be angry (wroth). <p>see GREEK  (G3709) orge "
g3711,"ὀργίλος, η, ον",Adjective,orgilos,(org-ee'-los),"inclined to anger, passionate","inclined to anger, quick-tempered",From  (G3709) orge; irascible -- soon angry. <p>see GREEK  (G3709) orge
g3712,"ὀργυιά, ᾶς, ἡ","Noun, Feminine",orguia,(org-wee-ah'),a fathom (the length of the outstretched arms),a fathom. ,"From  (G3713) oregomai; a stretch of the arms, i.e. A fathom -- fathom. <p>see GREEK  (G3713) oregomai "
g3713,ὀρέγω,Verb,oregó,(or-eg'-om-ahee),"to stretch out, to reach after, to yearn for","covet after, desire. ","Middle voice of apparently a prolonged form of an obsolete primary (compare  (G3735) oros); to stretch oneself, i.e. Reach out after (long for) -- covet after, desire. <p>see GREEK  (G3735) oros "
g3714,"ὀρεινός, ή, όν",Adjective,oreinos,(or-i-nos),"mountainous, the hill country",hill country. ,"From  (G3735) oros; mountainous, i.e. (feminine by implication, of  (G5561) chora) the Highlands (of Judaea) -- hill country. <p>see GREEK  (G3735) oros <p>see GREEK  (G5561) chora "
g3715,"ὄρεξις, εως, ἡ","Noun, Feminine",orexis,(or'-ex-is),"desire, longing",lust. ,"From  (G3713) oregomai; excitement of the mind, i.e. Longing after -- lust. <p>see GREEK  (G3713) oregomai "
g3716,ὀρθοποδέω,Verb,orthopodeó,(or-thop-od-eh'-o),to walk straight,walk uprightly. ,"From a compound of  (G3717) orthos and  (G4228) pous; to be straight-footed, i.e. (figuratively) to go directly forward -- walk uprightly. <p>see GREEK  (G3717) orthos <p>see GREEK  (G4228) pous "
g3717,"ὀρθός, ή, όν",Adjective,orthos,(or-thos'),"straight, upright","straight, upright. ","Probably from the base of  (G3735) oros; right (as rising), i.e. (perpendicularly) erect (figuratively, honest), or (horizontally) level or direct -- straight, upright. <p>see GREEK  (G3735) oros "
g3718,ὀρθοτομέω,Verb,orthotomeó,(or-thot-om-eh'-o),to cut straight,rightly divide. ,"From a compound of  (G3717) orthos and the base of  (G5114) tomoteros, to make a straight cut, i.e. (figuratively) to dissect (expound) correctly (the divine message) -- rightly divide. <p>see GREEK  (G3717) orthos <p>see GREEK  (G5114) tomoteros "
g3719,ὀρθρίζω,Verb,orthrizó,(or-thrid'-zo),to rise early,come early in the morning. ,"From  (G3722) orthros; to use the dawn, i.e. (by implication) to repair betimes -- come early in the morning. <p>see GREEK  (G3722) orthros "
g3720,ὀρθρινός,-,orthrinos,(or-thrin-os'),early,morning. ,"From  (G3722) orthros; relating to the dawn, i.e. Matutinal (as an epithet of Venus, especially brilliant in the early day) -- morning. <p>see GREEK  (G3722) orthros "
g3721,"ὄρθριος, ία, ιον",Adjective,orthrios,(or'-three-os),early,early. ,"From  (G3722) orthros; in the dawn, i.e. Up at day-break -- early. <p>see GREEK  (G3722) orthros "
g3722,"ὄρθρος, ου, ὁ","Noun, Masculine",orthros,(or'-thros),"daybreak, dawn",early in the morning. ,"From the same as  (G3735) oros; dawn (as sun-rise, rising of light); by extension, morn -- early in the morning. <p>see GREEK  (G3735) oros "
