h,4241,מִחְיָה,Noun Feminine,michyah,(mikh-yaw'),"preservation of life, sustenance","preserve life, quick, recover selves, reviving, sustenance, victuals ","From (H2421) chayah; preservation of life; hence, sustenance; also the live flesh, i.e. The quick -- preserve life, quick, recover selves, reviving, sustenance, victuals. see HEBREW (H2421) chayah "
h,4242,מְחִיר,Noun Masculine,mechir,(mekk-eer'),"price, hire","gain, hire, price, sold, worth ","From an unused root meaning to buy; price, payment, wages -- gain, hire, price, sold, worth. "
h,4243,מְחִיר,Proper Name Masculine,Mechir,(mekh-eer'),an Israelite,Mehir ,"The same as (H4242) mchiyr; price; Mechir, an Israelite -- Mehir. see HEBREW (H4242) mchiyr "
h,4244,מַחְלָה,Proper Name Feminine,Machlah,(makh-law'),"a daughter of Zelophehad, also a Gileadite",Mahlah ,"From (H2470) chalah; sickness; Machlah, the name apparently of two Israelitesses -- Mahlah. see HEBREW (H2470) chalah "
h,4245,מַחֲלֶה,Noun Masculine,machaleh,(makh-al-eh'),"sickness, disease","disease, infirmity, sickness ","Or (feminine) machalah {makk-al-aw'}; from (H2470) chalah; sickness -- disease, infirmity, sickness. see HEBREW (H2470) chalah "
h,4246,מְחֹלָה,Noun Feminine,mecholah,(mek-o-law'),a dance,"company, dancing ","Feminine of (H4284) machashabah; a dance -- company, dances(-cing). see HEBREW (H4284) machashabah "
h,4247,מְחִלָּה,Noun Feminine,mechillah,(mekh-il-law'),a hole,cave ,From (H2490) chalal; a cavern (as if excavated) -- cave. see HEBREW (H2490) chalal
h,4248,מַחְלוֹן,Proper Name Masculine,Machlon,(makh-lone'),the first husband of Ruth,Mahlon ,"From (H2470) chalah; sick; Machlon, an Israelite -- Mahlon. see HEBREW (H2470) chalah "
h,4249,מַחְלִי,Proper Name Masculine,Machli,(makh-lee'),"a Levite, also a son of Mushi",Mahli ,"From (H2470) chalah; sick; Machli, the name of two Israelites -- Mahli. see HEBREW (H2470) chalah "
h,4250,מַחְלִי,Adjective,Machli,(makh-lee'),descendant of Mahli,Mahlites ,Patronymical from (H4249) Machliy; a Machlite or (collectively) descendants of Machli -- Mahlites. see HEBREW (H4249) Machliy
h,4251,מַחְלֻי,Noun Masculine,machluy or machaluy,(makh-loo'-ee),"sickness, suffering (caused by wounds)",disease ,From (H2470) chalah; a disease -- disease. see HEBREW (H2470) chalah
h,4252,מַחֲלָף,Noun Masculine,machalaph,(makh-al-awf'),a knife,knife ,From (H2498) chalaph; a (sacrificial) knife (as gliding through the flesh) -- knife. see HEBREW (H2498) chalaph
h,4253,מַחְלָפָה,Noun Feminine,machalaphah,(makh-law-faw'),a plait (of hair),lock ,From (H2498) chalaph; a ringlet of hair (as gliding over each other) -- lock. see HEBREW (H2498) chalaph
h,4254,מַחֲלָצָה,Noun Feminine,machalatsah,(makh-al-aw-tsaw'),robe of state,"changeable suit of apparel, change of raiment ","From (H2502) chalats; a mantle (as easily drawn off) -- changeable suit of apparel, change of raiment. see HEBREW (H2502) chalats "
h,4255,מַחְלְקָה,Noun Feminine,machlqah,(makh-lek-aw'),"class, division",course ,(Aramaic) corresponding to (H4256) machaloqeth; a section (of the Levites) -- course. see HEBREW (H4256) machaloqeth
h,4256,מַחֲלֹקֶת,Noun Feminine,machaloqeth,(makh-al-o'-keth),"division, course","company, course, division, portion ","From (H2505) chalaq; a section (of Levites, people or soldiers) -- company, course, division, portion. See also (H5555) Cela' ham-machlqowth. see HEBREW (H2505) chalaq see HEBREW (H5555) Cela' ham-machlqowth "
h,4257,מַחֲלַת,Noun Feminine,Machalath,(makh-al-ath'),"in psalm titles, probably the name of a tune",Mahalath ,"From (H2470) chalah; sickness; Machalath, probably the title (initial word) of a popular song -- Mahalath. see HEBREW (H2470) chalah "
h,4258,מַחֲלַת,Proper Name Feminine,Machalath,(makh-al-ath'),"daughter of Ishmael, also a granddaughter of David",Mahalath ,"The same as (H4257) machalath; sickness; Machalath, the name of an Ishmaelitess and of an Israelitess -- Mahalath. see HEBREW (H4257) machalath "
h,4259,מְחֹלָתִי,Adjective,Mecholathi,(mekh-o-law-thee'),inhab. of Abel-meholah,Mecholathite ,Patrial from (H65) 'Abel Mchowlah; a Mecholathite or inhabitant of Abel-Mecholah -- Mecholathite. see HEBREW (H65) 'Abel Mchowlah
h,4260,מַחֲמָאָה,Noun Feminine,machamaah,(makh-am-aw-aw'),smoother than butter,than butter ,"A denominative from (H2529) chem'ah; something buttery (i.e. Unctuous and pleasant), as (figuratively) flattery -- X than butter. see HEBREW (H2529) chem'ah "
h,4261,מַחְמָד,Noun Masculine,machmad,(makh-mawd'),"desire, desirable thing","beloved, desire, goodly, lovely, pleasant thing ","From (H2530) chamad; delightful; hence, a delight, i.e. Object of affection or desire -- beloved, desire, goodly, lovely, pleasant (thing). see HEBREW (H2530) chamad "
h,4262,מַחְמֻד,Noun Masculine,machmud or machmod,(makh-mood'),a desirable or precious thing,pleasant thing ,"Or machmuwd {makh-mood'}; from (H2530) chamad; desired; hence, a valuable -- pleasant thing. see HEBREW (H2530) chamad "
h,4263,מַחְמָל,Noun Masculine,machmal,(makh-mawl'),"a thing pitied, an object of compassion",pitieth ,"From (H2550) chamal; properly, sympathy; (by paronomasia with (H4261) machmad) delight -- pitieth. see HEBREW (H2550) chamal see HEBREW (H4261) machmad "
h,4264,מַחֲנֶה,Noun Masculine,machaneh,(makh-an-eh'),"an encampment, camp","army, band, battle, camp, company, drove, host, tents","From (H2583) chanah; an encampment (of travellers or troops); hence, an army, whether literal (of soldiers) or figurative (of dancers, angels, cattle, locusts, stars; or even the sacred courts) -- army, band, battle, camp, company, drove, host, tents. see HEBREW (H2583) chanah "
h,4265,מַחֲנֵה־דָן,Proper Name Location,Machaneh-dan,(makh-an-ay'-dawn),"camp of Dan, a place where the Danites stayed",Mahaneh-dan ,"From (H4264) machaneh and (H1835) Dan; camp of Dan; Machaneh-Dan, a place in Palestine -- Mahaneh-dan. see HEBREW (H4264) machaneh see HEBREW (H1835) Dan "
h,4266,מַחֲניִם,Proper Name Location,Machanayim,(makh-an-ah'-yim),"two camps, a place East of the Jordan",Mahanaim ,"Dual of (H4264) machaneh; double camp; Machanajim, a place in Palestine -- Mahanaim. see HEBREW (H4264) machaneh "
h,4267,מַחֲנַק,Noun Masculine,machanaq,(makh-an-ak'),"strangling, suffocation",strangling ,From (H2614) chanaq: choking -- strangling. see HEBREW (H2614) chanaq
h,4268,מַחֲסֶה,Noun Masculine,machaseh or machseh,(makh-as-eh'),"refuge, shelter","hope, place of refuge, shelter, trust ","Or machceh {makh-seh'}; from (H2620) chacah; a shelter (literally or figuratively) -- hope, (place of) refuge, shelter, trust. see HEBREW (H2620) chacah "
h,4269,מַחְסוֹם,Noun Masculine,machsom,(makh-sohm'),a muzzle,bridle ,From (H2629) chacam; a muzzle -- bridle. see HEBREW (H2629) chacam
h,4270,מַחְסוֹר,Noun Masculine,machsor,(makh-sore'),"a need, thing needed, poverty","lack, need, penury, poor, poverty, want ","Or machcor {makh-sore'}; from (H2637) chacer; deficiency; hence, impoverishment -- lack, need, penury, poor, poverty, want. see HEBREW (H2637) chacer "
h,4271,מַחְסֵיָה,Proper Name Masculine,Machseyah,(makh-say-yaw'),"Yah is a refuge, an Israelite",Maaseiah ,"From (H4268) machaceh and (H3050) Yahh; refuge of (i.e. In) Jah; Machsejah, an Israelite -- Maaseiah. see HEBREW (H4268) machaceh see HEBREW (H3050) Yahh "
h,4272,מָחַץ,Verb,machats,(maw-khats'),"to smite through, wound severely, shatter","dip, pierce through, smite through, strike through, wound ","A primitive root; to dash asunder; by implication, to crush, smash or violently plunge; figuratively, to subdue or destroy -- dip, pierce (through), smite (through), strike through, wound. "
h,4273,מַחַץ,Noun Masculine,machats,(makh'-ats),a severe wound,stroke ,From (H4272) machats; a contusion -- stroke. see HEBREW (H4272) machats
h,4274,מַחְצֵב,Noun Masculine,machtseb,(makh-tsabe'),a hewing,hewedn ,"From (H2672) chatsab; properly, a hewing; concretely, a quarry -- hewed(-n). see HEBREW (H2672) chatsab "
h,4275,מֶחֱצָה,Noun Feminine,mechetsah,(mekh-ets-aw'),half,half ,From (H2673) chatsah; a halving -- half. see HEBREW (H2673) chatsah
h,4276,מַחֲצִית,Noun Feminine,machatsith,(makh-ats-eeth'),"half, middle","half so much, midday ","From (H2673) chatsah; a halving or the middle -- half (so much), mid(-day). see HEBREW (H2673) chatsah "
h,4277,מָחַק,Verb,machaq,(maw-khak'),"to utterly destroy, annihilate",smite off ,A primitive root; to crush -- smite off.
h,4278,מֶחְקָר,Noun Masculine,mechqar,(mekh-kawr'),a range (an area to explore),deep place ,"From (H2713) chaqar; properly, scrutinized, i.e. (by implication) a recess -- deep place. see HEBREW (H2713) chaqar "
h,4279,מָחָר,Noun Masculine,machar,(maw-khar'),"tomorrow, in time to come","time to come, tomorrow ","Probably from (H309) 'achar; properly, deferred, i.e. The morrow; usually (adverbially) tomorrow; indefinitely, hereafter -- time to come, tomorrow. see HEBREW (H309) 'achar "
h,4280,מַחֲרָאָה,Noun Feminine,macharaah,(makh-ar-aw-aw'),"a cloaca, cesspool",draught house ,From the same as (H2716) chere'; a sink -- draught house. see HEBREW (H2716) chere'
h,4281,מַחֲרֵשָׁה,Noun Feminine,machareshah,(makh-ar-ay-shaw'),a plowshare,mattock ,From (H2790) charash; probably a pick-axe -- mattock. see HEBREW (H2790) charash
h,4282,מַחֲרֶשֶׁת,Noun Feminine,macharesheth,(makh-ar-eh'-sheth),share ,share ,From (H2790) charash; probably a hoe -- share. see HEBREW (H2790) charash
h,4283,מָחֱרָת,Noun Feminine,mochorath or mochoratham,(mokh-or-awth'),the morrow,"morrow, next day ","Or mochoratham (1 Sam. 30:17) {mokh-or-aw- thawm'}; feminine from the same as (H4279) machar; the morrow or (adverbially) tomorrow -- morrow, next day. see HEBREW (H4279) machar "
h,4284,מַחֲשָׁבָה,Noun Feminine,machashabah or machashebeth,(makh-ash-aw-baw'),"thought, device","cunning work, curious work, imagination, invented, means, purpose, thought","Or machashebeth {makh-ash-eh'-beth}; from (H2803) chashab; a contrivance, i.e. (concretely) a texture, machine, or (abstractly) intention, plan (whether bad, a plot; or good, advice) -- cunning (work), curious work, device(-sed), imagination, invented, means, purpose, thought. see HEBREW (H2803) chashab "
h,4285,מַחְשָׁךְ,Noun Masculine,machshak,(makh-shawk'),dark place,"darkness, place ","From (H2821) chashak; darkness; concretely, a dark place -- dark(-ness, place). see HEBREW (H2821) chashak "
h,4286,מַחְשׂף,Noun Masculine,machsoph,(makh-sofe'),"a laying bare, stripping","peeling, made appear ",From (H2834) chasaph; a peeling -- made appear. see HEBREW (H2834) chasaph
h,4287,מַחַת,Proper Name Masculine,Machath,(makh'-ath),two Levites,Mahath ,"Probably from (H4229) machah; erasure; Machath, the name of two Israelites -- Mahath. see HEBREW (H4229) machah "
h,4288,מְחִתָּה,Noun Feminine,mechittah,(mekh-it-taw'),"terror, destruction, ruin","destruction, dismaying, ruin, terror ","From (H2846) chathah; properly, a dissolution; concretely, a ruin, or (abstractly) consternation -- destruction, dismaying, ruin, terror. see HEBREW (H2846) chathah "
h,4289,מַחְתָּה,Noun Feminine,machtah,(makh-taw'),"a fireholder, censer, snuff dish","censer, firepan, snuffdish ","The same as (H4288) mchittah in the sense of removal; a pan for live coals -- censer, firepan, snuffdish. see HEBREW (H4288) mchittah "
h,4290,מַחְתֶּרֶת,Noun Masculine,machtereth,(makh-teh'-reth),"a breaking in, burglary","breaking up, secret search ","From (H2864) chathar; a burglary; figuratively, unexpected examination -- breaking up, secret search. see HEBREW (H2864) chathar "
h,4291,מְטָא,Verb,meta or metah,(met-aw'),"to reach, attain","come, reach ","(Aramaic) or mtah (Aramaic) {met-aw'}; apparently corresponding to (H4672) matsa' in the intransitive sense of being found present; to arrive, extend or happen -- come, reach. see HEBREW (H4672) matsa' "
h,4292,מַטְאֲטֵא,Noun Masculine,matate,(mat-at-ay'),"broom, besom",besom ,"Apparently a denominative from (H2916) tiyt; a broom (as removing dirt (compare Engl. \""to dust\"", i.e. Remove dust)) -- besom. see HEBREW (H2916) tiyt "
h,4293,מַטְבֵּחַ,Noun Masculine,matbeach,(mat-bay'-akh),a slaughtering place,slaughter ,From (H2873) tabach; slaughter -- slaughter. see HEBREW (H2873) tabach
h,4294,מַטֶּה,Noun Masculine,matteh or mattah,(mat-teh'),"a staff, rod, shaft, branch, a tribe","rod, staff, tribe ","Or (feminine) mattah {mat-taw'}; from (H5186) natah; a branch (as extending); figuratively, a tribe; also a rod, whether for chastising (figuratively, correction), ruling (a sceptre), throwing (a lance), or walking (a staff; figuratively, a support of life, e.g. Bread) -- rod, staff, tribe. see HEBREW (H5186) natah "
h,4295,מַטָּה,Adverb,mattah,(mat'-taw),downwards,"beneath, downward, less, very low, underneath ","From (H5786) avar with directive enclitic appended; downward, below or beneath; often adverbially with or without prefixes -- beneath, down(-ward), less, very low, under(-neath). see HEBREW (H5786) avar "
h,4296,מִטָּה,Noun Feminine,mittah,(mit-taw'),"a couch, bed","bedchamber, bier ","From (H5186) natah; a bed (as extended) for sleeping or eating; by analogy, a sofa, litter or bier -- bed((-chamber)), bier. see HEBREW (H5186) natah "
h,4297,מֻטֶּה,Noun Masculine,mutteh,(moot-teh'),"that which is perverted, perverted justice",perverseness ,"From (H5186) natah; a stretching, i.e. Distortion (figuratively, iniquity) -- perverseness. see HEBREW (H5186) natah "
h,4298,מֻטֶּה,Noun Feminine,muttah,(moot-taw'),"spreading, outspreading",stretching out ,From (H5186) natah; expansion -- stretching out. see HEBREW (H5186) natah
h,4299,מַטְוֶה,Noun Masculine,matveh,(mat-veh'),"that which is spun, yarn",spun ,From (H2901) tavah; something spun -- spun. see HEBREW (H2901) tavah
h,4300,מְטִיל,Noun Masculine,metil,(met-eel'),a wrought metal rod,bar ,From (H2904) tuwl in the sense of hammering out; an iron bar (as forged) -- bar. see HEBREW (H2904) tuwl
h,4301,מַטְמוֹן,Noun Masculine,matmon,(mat-mone'),"hidden treasure, treasure","hidden riches, hid treasures ","Or matmon {mat-mone'}; or matmun {mat-moon'}; from (H2934) taman; a secret storehouse; hence, a secreted valuable (buried); generally money -- hidden riches, (hid) treasure(-s). see HEBREW (H2934) taman "
h,4302,מַטָּע,Noun Masculine,matta,(mat-taw'),"place or act of planting, a plantation",garden or vineyard,"From (H5193) nata'; something planted, i.e. The place (a garden or vineyard), or the thing (a plant, figuratively or men); by implication, the act, planting -- plant(-ation, -ing). see HEBREW (H5193) nata' "
h,4303,מַטְעַם,Noun Masculine,matam or matammah,(mat-am'),"tasty or savory food, dainties","dainty meat, savoury meat ","Or (feminine) matiammah {mat-am-maw'}; from (H2938) ta'am; a delicacy -- dainty (meat), savoury meat. see HEBREW (H2938) ta'am "
h,4304,מִטְפַּחַת,Noun Feminine,mitpachath,(mit-pakh'-ath),a cloak,"vail, wimple ","From (H2946) taphach; a wide cloak (for a woman) -- vail, wimple. see HEBREW (H2946) taphach "
h,4305,מָטַר,Verb,matar,(maw-tar'),to rain,cause to rain upon ,A primitive root; to rain -- (cause to) rain (upon).
h,4306,מָטַר,Noun Masculine,matar,(maw-tawr'),rain,rain ,From (H4305) matar; rain -- rain. see HEBREW (H4305) matar
h,4307,מַטָּרָא,Noun Feminine,mattara or mattarah,(mat-taw-raw'),"a guard, ward, prison, target, mark","mark, prison ","Or mattarah {mat-taw-raw'}; from (H5201) natar; a jail (as a guard-house); also an aim (as being closely watched) -- mark, prison. see HEBREW (H5201) natar "
h,4308,מַטְרֵד,Proper Name Feminine,Matred,(mat-rade'),an Edomite woman,Matred ,"From (H2956) tarad; propulsive; Matred, an Edomitess -- Matred. see HEBREW (H2956) tarad "
h,4309,מַטְרִי,Adjective,Matri,(mat-ree'),a Benjamite family,Matri ,"From (H4305) matar; rainy; Matri, an Israelite -- Matri. see HEBREW (H4305) matar "
h,4310,מִי,pronoun interrogative; feminine,mi,(me),who?,"any man, he, him, O that! What, which, whom would to God ","An interrogative pronoun of persons, as (H4100) mah is of things, who? (occasionally, by a peculiar idiom, of things); also (indefinitely) whoever; often used in oblique construction with prefix or suffix -- any (man), X he, X him, + O that! What, which, who(-m, -se, -soever), + would to God. see HEBREW (H4100) mah "
h,4311,מֵידְבָא,Proper Name Location,Medeba,(may-deb-aw'),a city in Moab,Medeba ,"From (H4325) mayim and (H1679) dobe'; water of quiet; Medeba, a place in Palestine -- Medeba. see HEBREW (H4325) mayim see HEBREW (H1679) dobe' "
h,4312,מֵידָד,Proper Name Masculine,Medad,(may-dawd'),an Israelite,Medad ,"From (H3032) yadad in the sense of loving; affectionate; Medad, an Israelite -- Medad. see HEBREW (H3032) yadad "
h,4313,מֵי הַיַּרְקוֹן,Proper Name Location,Me Hayyarqon,(may hah'-ee-yar-kone'),a place in Dan near Joppa,Me-jarkon ,"From (H4325) mayim and (H3420) yeraqown with the art. Interposed; water of the yellowness; Me-haj-Jarkon, a place in Palestine -- Me-jarkon. see HEBREW (H4325) mayim see HEBREW (H3420) yeraqown "
h,4314,מֵי זָהָב,Proper Name Masculine,Me Zahab,(may zaw-hawb'),an Edomite,Mezahab ,"From (H4325) mayim and (H2091) zahab, water of gold; Me-Zahab, an Edomite -- Mezahab. see HEBREW (H4325) mayim see HEBREW (H2091) zahab "
h,4315,מֵיטָב,Noun Masculine,metab,(may-tawb'),the best,best ,From (H3190) yatab; the best part -- best. see HEBREW (H3190) yatab
h,4316,מִיכְא,Proper Name Masculine,Mika,(mee-kaw'),three Israelites,Micha ,"A variation for (H4318) Miykah; Mica, the name of two Israelites -- Micha. see HEBREW (H4318) Miykah "
h,4317,מִיכָאֵל,Proper Name Masculine,Mikael,(me-kaw-ale'),"Who is like God? an angel, also a number of Isr",Michael ,"From (H4310) miy and (the prefix derivative from) (H3588) kiy and (H410) 'el; who (is) like God?; Mikael, the name of an archangel and of nine Israelites -- Michael. see HEBREW (H4310) miy see HEBREW (H3588) kiy see HEBREW (H410) 'el "
h,4318,מִיכָה,Proper Name Masculine,Mikah,(mee-kaw'),the name of several Israelites,"Micah, Micaiah, Michah ","An abbrev. Of (H4320) Miykayah; Micah, the name of seven Israelites -- Micah, Micaiah, Michah. see HEBREW (H4320) Miykayah "
h,4319,מִיכָהוּ,Proper Name Masculine,Mikahu,(me-kaw'-hoo),Micaiah,Micaiah,"A contr. For (H4321) Miykayhuw; Mikehu, an Israelite prophet -- Micaiah (2 Chronicles 18:8). see HEBREW (H4321) Miykayhuw "
h,4320,מִיכָיָה,Proper Name Masculine,Mikayah,(me-kaw-yaw'),Who is like Yah? the name of several Israelites,"Micah, Michaiah ","From (H4310) miy and (the prefix derivative from) (H3588) kiy and (H3050) Yahh; who (is) like Jah?; Micajah, the name of two Israelites -- Micah, Michaiah. Compare (H4318) Miykah. see HEBREW (H4310) miy see HEBREW (H3588) kiy see HEBREW (H3050) Yahh see HEBREW (H4318) Miykah "
h,4321,מִיכָיְהוּ,Proper Name Masculine,Mikayehu,(me-kaw-yeh-hoo'),Who is like Yah? three Israelites,"Micah, Micaiah, Michaiah ","Or Mikayhuw (Jeremiah 36:11) {me-kaw-yeh-hoo'}; abbrev. For (H4322) Miykayahuw; Mikajah, the name of three Israelites -- Micah, Micaiah, Michaiah. see HEBREW (H4322) Miykayahuw "
h,4322,מִיכָיָהוּ,proper name; masculine; feminine,Mikayahu,(me-kaw-yaw'-hoo),"Who is like Yah? an Israelite, also an Israelite woman",Michaiah ,"For (H4320) Miykayah; Mikajah, the name of an Israelite and an Israelitess -- Michaiah. see HEBREW (H4320) Miykayah "
h,4323,מִיכָל,Noun Masculine,mikal,(me-kawl'),"a brook, stream",brook ,"From (H3201) yakol; properly, a container, i.e. A streamlet -- brook. see HEBREW (H3201) yakol "
h,4324,מִיכָל,Proper Name Feminine,Mikal,(me-kawl'),wife of David,Michal ,"Apparently the same as (H4323) miykal; revulet; Mikal, Saul's daughter -- Michal. see HEBREW (H4323) miykal "
h,4325,מַיִם,Noun Masculine,mayim,(mah'-yim),"waters, water","waste, wasting, watering, course, ","Dual of a primitive noun (but used in a singular sense); water; figuratively, juice; by euphemism, urine, semen -- + piss, wasting, water(-ing, (-course, -flood, -spring)). "
h,4326,מִיָּמִן,Proper Name Masculine,Miyyamin,(me-yaw-meem'),the name of several Israelites,"Miamin, Mijamin ","A form for (H4509) Minyamiyn; Mijamin, the name of three Israelites -- Miamin, Mijamin. see HEBREW (H4509) Minyamiyn "
h,4327,מִין,Noun Masculine,min,(meen),"kind, species",kind ,"From an unused root meaning to portion out; a sort, i.e. Species -- kind. Compare (H4480) min. see HEBREW (H4480) min "
h,4328,מְיֻסָּדָה,verb; noun,meyussadah,(meh-yoos-saw-daw'),foundation ,foundation ,"Properly, feminine passive participle of (H3245) yacad; something founded, i.e. A foundation -- foundation. see HEBREW (H3245) yacad "
h,4329,מֵיסָךְ,Noun Masculine,mesak,(may-sawk'),portico,portico,From (H5526) cakak; a portico (as covered) -- covert. see HEBREW (H5526) cakak
h,4330,מִיץ,Noun Masculine,mits,(meets),"squeezing, pressing, wringing","churning, forcing, wringing ","From (H4160) muwts; pressure -- churning, forcing, wringing. see HEBREW (H4160) muwts "
h,4331,מֵישָׁא,Proper Name Masculine,Mesha,(may-shaw'),a Benjamite,Mesha ,"From (H4185) muwsh; departure; Mesha, a place in Arabia; also an Israelite -- Mesha. see HEBREW (H4185) muwsh "
h,4332,מִישָׁאֵל,Proper Name Masculine,Mishael,(mee-shaw-ale'),Who is what God is? three Israelites,Mishael ,"From (H4310) miy and (H410) 'el with the abbrev. Insep. Relatively (see (H834) 'aher) interposed; who (is) what God (is)?; Mishael, the name of three Israelites -- Mishael. see HEBREW (H4310) miy see HEBREW (H410) 'el see HEBREW (H834) 'aher "
h,4333,מִישָׁאֵל,Proper Name Masculine,Mishael,(mee-shaw-ale'),Who is what God is? a companion of Daniel,Mishael ,"(Aramaic) corresponding to (H4332) Miysha'el; Mishael, an Israelite -- Mishael. see HEBREW (H4332) Miysha'el "
h,4334,מִישׁוֹר,Noun Masculine,mishor,(mee-shore'),"a level place, uprightness","equity, even place, plain, righteously, made straight, uprightness ","Or miyshor {mee-shore'}; from (H3474) yashar; a level, i.e. A plain (often used (with the article prefix) as a properly, name of certain districts); figuratively, concord; also straightness, i.e. (figuratively) justice (sometimes adverbially, justly) -- equity, even place, plain, right(-eously), (made) straight, uprightness. see HEBREW (H3474) yashar "
h,4335,מֵישַׁךְ,Proper Name Masculine,Meshak,(may-shak'),a Bab. name given to Mishael,Meshak ,"Borrowed from (H4336) Meyshak; Meshak, an Israelite -- Meshak. see HEBREW (H4336) Meyshak "
h,4336,מֵישַׁךְ,Proper Name Masculine,Meshak,(may-shak'),a Bab. name,Meshak ,"(Aramaic) of foreign origin and doubtful significance; Meshak, the Babylonian name of (H4333) Miysha'el -- Meshak. see HEBREW (H4333) Miysha'el "
h,4337,מֵישָׁע,Proper Name Masculine,Mesha,(may-shah'),"deliverance, a son of Caleb",Mesha ,"From (H3467) yasha'; safety; Mesha, an Israelite -- Mesha. see HEBREW (H3467) yasha' "
h,4338,מֵישַׁע,Proper Name Masculine,Mesha,(may-shaw'),"deliverance, king of Moab",Mesha ,"A variation for (H4337) Meysha'; safety; Mesha, a Moabite -- Mesha. see HEBREW (H4337) Meysha' "
h,4339,מֵישָׁר,Noun Masculine,meshar,(may-shawr'),"evenness, uprightness, equity","agreement, aright, that are equal, equity, things that are righteously, things, sweetly","From (H3474) yashar; evenness, i.e. (figuratively) prosperity or concord; also straightness, i.e. (figuratively) rectitude (only in plural with singular sense; often adverbially) -- agreement, aright, that are equal, equity, (things that are) right(-eously, things), sweetly, upright(-ly, -ness). see HEBREW (H3474) yashar "
h,4340,מֵיתָר,Noun Masculine,methar,(may-thar'),"cord, string","cord, string ","From (H3498) yathar; a cord (of a tent) (compare (H3499) yether) or the string (of a bow) -- cord, string. see HEBREW (H3498) yathar see HEBREW (H3499) yether "
h,4341,מַכָאֹב,Noun Masculine,makob,(mak-obe'),pain,"grief, pain, sorrow ","Sometimes makcowb {mak-obe'}; also (feminine Isaiah 53:3) makfobah {mak-o-baw'}; from (H3510) ka'ab; anguish or (figuratively) affliction -- grief, pain, sorrow. see HEBREW (H3510) ka'ab "
h,4342,מַכְבִּיר,Verb,makbir,(mak-beer'),abundance ,abundance ,Transitive participle of (H3527) kabar; plenty -- abundance. see HEBREW (H3527) kabar
h,4343,מַכְבֵּנָא,Proper Name Masculine,Makbenah,(mak-bay-naw'),a descendant of Caleb,Machbenah ,"From the same as (H3522) Kabbown; knoll; Macbena, a place in Palestine settled by him -- Machbenah. see HEBREW (H3522) Kabbown "
h,4344,מַכְבַּנַּי,Proper Name Masculine,Makbannay,(mak-ban-nah'-ee),one of David\'s heroes,Machbanai ,Patrial from (H4343) Makbena'; a Macbannite or native of Macbena -- Machbanai. see HEBREW (H4343) Makbena'
h,4345,מַכְבֵּר,Noun Masculine,makber,(mak-bare'),"a netted cloth, coverlet",grate ,From (H3527) kabar in the sense of covering (compare (H3531) kbarah); a grate -- grate. see HEBREW (H3527) kabar see HEBREW (H3531) kbarah
h,4346,מַכְבָּר,Noun Masculine,mikbar,(mak-bawr'),"grating, lattice-work",thick cloth ,From (H3527) kabar in the sense of covering; a cloth (as netted (compare (H4345) makber)) -- thick cloth. see HEBREW (H3527) kabar see HEBREW (H4345) makber
h,4347,מַכָּה,Noun Feminine,makkah or makkeh,(mak-kaw'),"a blow, wound, slaughter","beaten, blow, plague, slaughter, smote, sore, stripe, stroke, ","Or (masculine) makkeh {muk-keh'}; (plural only) from (H5221) nakah; a blow (in 2 Chronicles 2:10, of the flail); by implication, a wound; figuratively, carnage, also pestilence -- beaten, blow, plague, slaughter, smote, X sore, stripe, stroke, wound((-ed)). see HEBREW (H5221) nakah "
h,4348,מִכְוָה,Noun Feminine,mikvah,(mik-vaw'),"a burnt spot, scar of a burn","that burns, burning ","From (H3554) kavah; a burn -- that burneth, burning. see HEBREW (H3554) kavah "
h,4349,מָכוֹן,Noun Masculine,makon,(maw-kone'),"a fixed or established place, foundation","foundation, settled place ","From (H3559) kuwn; properly, a fixture, i.e. A basis; generally a place, especially as an abode -- foundation, habitation, (dwelling-, settled) place. see HEBREW (H3559) kuwn "
h,4350,מְכוֹנָה,Noun Feminine,mekonah,(mek-o-naw'),"a fixed resting place, base",base ,"Or mkonah {mek-o-naw'}; feminine of (H4349) makown; a pedestal, also a spot -- base. see HEBREW (H4349) makown "
h,4351,מְכוּרָה,Noun Feminine,mekurah or mekorah,(mek-oo-raw'),origin,"birth, habitation, nativity ","Or mkorah {mek-o-raw'}; from the same as (H3564) kuwr in the sense of dipping; origin (as if a mine) -- birth, habitation, nativity. see HEBREW (H3564) kuwr "
h,4352,מָכִי,Proper Name Masculine,Maki,(maw-kee'),a Gadite,Machi ,"Probably from (H4134) muwk; pining; Maki, an Israelite -- Machi. see HEBREW (H4134) muwk "
h,4353,מָכִיר,Proper Name Masculine,Makir,(maw-keer'),two Israelites,Machir ,"From (H4376) makar; salesman; Makir, an Israelite -- Machir. see HEBREW (H4376) makar "
h,4354,מָכִירִי,Adjective,Makiri,(maw-kee-ree'),descendant of Machir,of Machir ,Patronymical from (H4353) Makiyr; a Makirite or descend. Of Makir -- of Machir. see HEBREW (H4353) Makiyr
h,4355,מָכַךְ,Verb,makak,(maw-kak'),to be low or humiliated,"be brought low, decay ","A primitive root; to tumble (in ruins); figuratively, to perish -- be brought low, decay. "
h,4356,מִכְלָאָה,Noun Masculine,miklaah or miklah,(mik-law-aw'),"an enclosure, fold",sheepfold ,Or miklah {mik-law'}; from (H3607) kala'; a pen (for flocks) -- ((sheep-))fold. Compare (H4357) miklah. see HEBREW (H3607) kala' see HEBREW (H4357) miklah
